
name,image_url
Helsingin Pallo-Veikot,https://cdn.torneopal.net/logo/palloliitto/6076x.png
Helsingin Palloseura,https://cdn.torneopal.net/logo/palloliitto/5x.png
Helsingin Ponnistus,https://cdn.torneopal.net/logo/palloliitto/79x.png
Helsingin Punalippu,https://cdn.torneopal.net/logo/palloliitto/700x.png
HELSINGIN TEKONURMI,
Helsinki City Football Academy,https://cdn.torneopal.net/logo/palloliitto/5074x.png
Helsinki Cosmos Fc,https://cdn.torneopal.net/logo/palloliitto/1258x.png
Helsinki Diplomat Sports Club - HDS,https://cdn.torneopal.net/logo/palloliitto/502x.png
Helsinki Juniors FC,
Helsinki Stars,https://cdn.torneopal.net/logo/palloliitto/6010x.png
Helsinki United,https://cdn.torneopal.net/logo/palloliitto/5057x.png
Heman,
Hercules Juniorit,https://cdn.torneopal.net/logo/palloliitto/5783x.png
HERO,https://cdn.torneopal.net/logo/palloliitto/5103x.png
HerTo,https://cdn.torneopal.net/logo/palloliitto/221x.png
Herttoniemen Zoga,
Herttuat,https://cdn.torneopal.net/logo/palloliitto/6091x.png
HERVANNAN PESIS,https://cdn.torneopal.net/logo/palloliitto/4958x.png
HERVANTA IF,https://cdn.torneopal.net/logo/palloliitto/4004x.png
Hesan Hirveät,https://cdn.torneopal.net/logo/palloliitto/4584x.png
HESPERIAN MANKELI,https://cdn.torneopal.net/logo/palloliitto/207x.png
Hesperian Pallo,
HFB,https://cdn.torneopal.net/logo/palloliitto/4555x.png
HG Diamonds,https://cdn.torneopal.net/logo/palloliitto/5111x.png
HH Palloveijat,https://cdn.torneopal.net/logo/palloliitto/6097x.png
HH Palloveikot,https://cdn.torneopal.net/logo/palloliitto/5604x.png
Hiekka Yrmyt,
HIFK Soccer,https://cdn.torneopal.net/logo/palloliitto/82x.png
Hikihaka,https://cdn.torneopal.net/logo/palloliitto/5854x.png
Hilaal,https://cdn.torneopal.net/logo/palloliitto/3131x.png
HIRSILÄN PYRKIVÄ,https://cdn.torneopal.net/logo/palloliitto/3154x.png
Hirvelän Hirvet,https://cdn.torneopal.net/logo/palloliitto/3313x.png
Hirvensalon Heitto,https://cdn.torneopal.net/logo/palloliitto/3382x.png
Hirvet,
HK Cruisers,
Hollihaan Raitis,https://cdn.torneopal.net/logo/palloliitto/5508x.png
Holstin Dynamo,https://cdn.torneopal.net/logo/palloliitto/5348x.png
Homeless academy,
Honduras,https://cdn.torneopal.net/logo/palloliitto/5289x.png
Horace,https://cdn.torneopal.net/logo/palloliitto/1141x.png
Hot Pinks,
Hovsala Bollklubb,https://cdn.torneopal.net/logo/palloliitto/2994x.png
HS ROU,
HSP,https://cdn.torneopal.net/logo/palloliitto/4558x.png
HT-Påsse,https://cdn.torneopal.net/logo/palloliitto/4559x.png
HuHkaijat,https://cdn.torneopal.net/logo/palloliitto/5913x.png
Huhtasuon Hurjat,
Hullu Poro,https://cdn.torneopal.net/logo/palloliitto/4560x.png
HuPaVeikot,https://cdn.torneopal.net/logo/palloliitto/881x.png
HuPo,
HuPS,
HUS FUTSAL,
Huuhan Pallo,
Hyllykallion Myrsky,https://cdn.torneopal.net/logo/palloliitto/3472x.png
HyPS-Concariklubi,https://cdn.torneopal.net/logo/palloliitto/2644x.png
Hyvinkään Palloseura,https://cdn.torneopal.net/logo/palloliitto/162x.png
Hyvätherrat,
HåkanSoccer,https://cdn.torneopal.net/logo/palloliitto/916x.png
HÄMEENKYLÄN PALLOSEURA,https://cdn.torneopal.net/logo/palloliitto/2643x.png
Hämeenlinnan Härmä,https://cdn.torneopal.net/logo/palloliitto/3151x.png
HÄMEENLINNAN HÄRMÄ JR.,https://cdn.torneopal.net/logo/palloliitto/3640x.png
Hämeenlinnan Jalkapalloseura,https://cdn.torneopal.net/logo/palloliitto/2831x.png
Hönchester United,https://cdn.torneopal.net/logo/palloliitto/3626x.png
Höntsä,https://cdn.torneopal.net/logo/palloliitto/1072x.png
Icehearts,https://cdn.torneopal.net/logo/palloliitto/5349x.png
Idrottsföreningen Finströms Kamraterna,https://cdn.torneopal.net/logo/palloliitto/3125x.png
Idrottsföreningen Fram,https://cdn.torneopal.net/logo/palloliitto/3126x.png
Idrottsföreningen Hoppet,https://cdn.torneopal.net/logo/palloliitto/3089x.png
Idrottsföreningen Kamraterna i Åbo,https://cdn.torneopal.net/logo/palloliitto/2860x.png
Idrottsföreningen Kamraterna Vasa,https://cdn.torneopal.net/logo/palloliitto/3090x.png
Idrottsföreningen Kraft,https://cdn.torneopal.net/logo/palloliitto/3091x.png
Idrottsföreningen Sibbo-Vargarna,https://cdn.torneopal.net/logo/palloliitto/56x.png
Idrottsföreningen Standard,https://cdn.torneopal.net/logo/palloliitto/2995x.png
Idrottsklubben Myran,https://cdn.torneopal.net/logo/palloliitto/2996x.png
Idän pikajuna,https://cdn.torneopal.net/logo/palloliitto/4561x.png
Idän Raivo,https://cdn.torneopal.net/logo/palloliitto/4562x.png
Idän Sirkus,https://cdn.torneopal.net/logo/palloliitto/6907x.png
Idän Uhka,https://cdn.torneopal.net/logo/palloliitto/4563x.png
Idän Ylpeys,https://cdn.torneopal.net/logo/palloliitto/5061x.png
IF Gnistan,https://cdn.torneopal.net/logo/palloliitto/14x.png
IFK Mariehamn Fotboll,https://cdn.torneopal.net/logo/palloliitto/178x.png
IFK Willmanstrand,https://cdn.torneopal.net/logo/palloliitto/3235x.png
Ihanat Pojat,
IHKF,https://cdn.torneopal.net/logo/palloliitto/5110x.png
IIF Fotboll/jalkapallo,https://cdn.torneopal.net/logo/palloliitto/3513x.png
IIN URHEILIJAT,
IITIN PALLO-68,https://cdn.torneopal.net/logo/palloliitto/5386x.png
IITTALAN PALLO,https://cdn.torneopal.net/logo/palloliitto/2832x.png
IKAALISTEN URHEILIJAT,https://cdn.torneopal.net/logo/palloliitto/2833x.png
Ikurin Turbiini,https://cdn.torneopal.net/logo/palloliitto/4564x.png
Ilmajoen Kisailijat - IK,https://cdn.torneopal.net/logo/palloliitto/3093x.png
Iloinen Jalkapallo Klubi,
Ilves,https://cdn.torneopal.net/logo/palloliitto/21x.png
Ilves-Kissat juniorit,https://cdn.torneopal.net/logo/palloliitto/5806x.png
ILVES-PALLO,https://cdn.torneopal.net/logo/palloliitto/3219x.png
IMATRAN EROTUOMARIKERHO,
INDOBOYS FC,
Injured Reserve,
Inspiroi Muutokseen,https://cdn.torneopal.net/logo/palloliitto/5537x.png
Inter Jyväskylä,https://cdn.torneopal.net/logo/palloliitto/5191x.png
Inter Kokkola,https://cdn.torneopal.net/logo/palloliitto/5916x.png
Inter Malmi,https://cdn.torneopal.net/logo/palloliitto/4105x.png
Inter Mannerheim,
Inter Nuuksio,https://cdn.torneopal.net/logo/palloliitto/6137x.png
Internazionale Lohja,
Intia,https://cdn.torneopal.net/logo/palloliitto/5290x.png
Intl. Sisu,
Invictus,https://cdn.torneopal.net/logo/palloliitto/3927x.png
IPATTARET,
IPS,https://cdn.torneopal.net/logo/palloliitto/3986x.png
IPS Edustus,https://cdn.torneopal.net/logo/palloliitto/3314x.png
Irak,https://cdn.torneopal.net/logo/palloliitto/5291x.png
Irlanti,https://cdn.torneopal.net/logo/palloliitto/4183x.png
Irti huumeista ry,https://cdn.torneopal.net/logo/palloliitto/5106x.png
Iskmo-Jungsund Bollklubb,https://cdn.torneopal.net/logo/palloliitto/3094x.png
Islanti,https://cdn.torneopal.net/logo/palloliitto/4249x.png
Islet,https://cdn.torneopal.net/logo/palloliitto/5063x.png
IsoR,
Israel,https://cdn.torneopal.net/logo/palloliitto/4027x.png
ISS,
Italia,https://cdn.torneopal.net/logo/palloliitto/4028x.png
Itä Futsal,https://cdn.torneopal.net/logo/palloliitto/5547x.png
Itä-Hakkilan Kilpa,https://cdn.torneopal.net/logo/palloliitto/233x.png
Itä-Helsingin Kyntäjät,
Itä-Vantaan Pallo,https://cdn.torneopal.net/logo/palloliitto/2788x.png
Itävalta,https://cdn.torneopal.net/logo/palloliitto/4029x.png
IVALON PALLOSEURA,https://cdn.torneopal.net/logo/palloliitto/4233x.png
IVORY TOAST,
J-Perän Pallopojat,https://cdn.torneopal.net/logo/palloliitto/4567x.png
J.Ä.T.K.Ä.T,
Jaalan Voima,https://cdn.torneopal.net/logo/palloliitto/3315x.png
JAH FC,https://cdn.torneopal.net/logo/palloliitto/2458x.png
Jakobstads Bollklubb,https://cdn.torneopal.net/logo/palloliitto/3237x.png
Jakobstadsnejdens Skiljedomarklubb - Pietarsaarenseudun Erotuomarikerho,
Jalasjärven Jalas,https://cdn.torneopal.net/logo/palloliitto/3095x.png
Jalkapallo Club Latino Español,https://cdn.torneopal.net/logo/palloliitto/186x.png
Jalkapallojoukkue JPJ,https://cdn.torneopal.net/logo/palloliitto/4569x.png
Jalkapallojoukkue Velttopotku,https://cdn.torneopal.net/logo/palloliitto/125x.png
Jalkapalloseura FC Hertta,https://cdn.torneopal.net/logo/palloliitto/2953x.png
Jalkapalloseura Helsinki,
Jalkapalloseura Hercules,https://cdn.torneopal.net/logo/palloliitto/3250x.png
Jalkapalloseura Iltatähti,https://cdn.torneopal.net/logo/palloliitto/3210x.png
Jalkapalloseura Mooseksen Potku,https://cdn.torneopal.net/logo/palloliitto/547x.png
Jalkapalloseura No Stars,https://cdn.torneopal.net/logo/palloliitto/492x.png
Jalkapalloseura Sepsi -78,https://cdn.torneopal.net/logo/palloliitto/3114x.png
Jalkapalloseura Tampere United,https://cdn.torneopal.net/logo/palloliitto/3637x.png
Jalkarannan palloseura,https://cdn.torneopal.net/logo/palloliitto/3656x.png
Janakkalan Pallo,https://cdn.torneopal.net/logo/palloliitto/2835x.png
Jankon Betoni,
Japani,https://cdn.torneopal.net/logo/palloliitto/5292x.png
Japila,
JaPS Juniorit,https://cdn.torneopal.net/logo/palloliitto/5995x.png
Jehut,https://cdn.torneopal.net/logo/palloliitto/6015x.png
Jemen,https://cdn.torneopal.net/logo/palloliitto/5308x.png
Jengi Athletics,https://cdn.torneopal.net/logo/palloliitto/5255x.png
Jeppo Fotbollsförening,https://cdn.torneopal.net/logo/palloliitto/2998x.png
JFK-63,https://cdn.torneopal.net/logo/palloliitto/2703x.png
Jippo,https://cdn.torneopal.net/logo/palloliitto/538x.png
Jippo-Juniorit,https://cdn.torneopal.net/logo/palloliitto/2954x.png
JJ COMPINATION,https://cdn.torneopal.net/logo/palloliitto/5122x.png
JJK Jyväskylä,https://cdn.torneopal.net/logo/palloliitto/3024x.png
JK Kanuuna,https://cdn.torneopal.net/logo/palloliitto/3952x.png
JK Paasikivi,https://cdn.torneopal.net/logo/palloliitto/5592x.png
JK Paasikivi Hki,
Jk Rehti,https://cdn.torneopal.net/logo/palloliitto/6080x.png
JML UNITED,
Joensuun Palloseura,https://cdn.torneopal.net/logo/palloliitto/2955x.png
Joga Bonito Wanha Tappi,
Joga Boys,https://cdn.torneopal.net/logo/palloliitto/4266x.png
Jokelan Kisa,https://cdn.torneopal.net/logo/palloliitto/491x.png
Jokerit Football Club,https://cdn.torneopal.net/logo/palloliitto/846x.png
Jokilaaksojen Futsalin tuki,https://cdn.torneopal.net/logo/palloliitto/3894x.png
Jokioisten Urheiluseura,https://cdn.torneopal.net/logo/palloliitto/5714x.png
Joku Paikallinen Joukkue,https://cdn.torneopal.net/logo/palloliitto/4176x.png
Jomala Idrottsklubb,https://cdn.torneopal.net/logo/palloliitto/3128x.png
Jordania,https://cdn.torneopal.net/logo/palloliitto/4030x.png
Joutsan Seudun Pallo,https://cdn.torneopal.net/logo/palloliitto/3025x.png
Joutsenon Kullervo,https://cdn.torneopal.net/logo/palloliitto/2896x.png
Joutsenon Pantterit,https://cdn.torneopal.net/logo/palloliitto/5561x.png
JPK,https://cdn.torneopal.net/logo/palloliitto/5836x.png
JPS-Juniorit,https://cdn.torneopal.net/logo/palloliitto/3692x.png
JS Perämiehet,https://cdn.torneopal.net/logo/palloliitto/1077x.png
JS Ruud Gullit,https://cdn.torneopal.net/logo/palloliitto/4570x.png
Juankosken Pyrkivä,https://cdn.torneopal.net/logo/palloliitto/2956x.png
Jugoslavia,https://cdn.torneopal.net/logo/palloliitto/5271x.png
Juhlajengi,https://cdn.torneopal.net/logo/palloliitto/4011x.png
Jukola Jaguars,https://cdn.torneopal.net/logo/palloliitto/3155x.png
Jumalan Ruoska,
Juniori STPS,https://cdn.torneopal.net/logo/palloliitto/3438x.png
Juniori-Hurtat,https://cdn.torneopal.net/logo/palloliitto/2957x.png
Jurva-70,https://cdn.torneopal.net/logo/palloliitto/3096x.png
Jurvelin Oy,
JustAjois,https://cdn.torneopal.net/logo/palloliitto/5984x.png
Juuan Palloseura,https://cdn.torneopal.net/logo/palloliitto/2958x.png
Juvan Kisa,https://cdn.torneopal.net/logo/palloliitto/2897x.png
JyPK-JJK juniorit,https://cdn.torneopal.net/logo/palloliitto/3023x.png
Jyrkkälän Tykit,https://cdn.torneopal.net/logo/palloliitto/3289x.png
Jyväskylän Harrasteurheilijat,https://cdn.torneopal.net/logo/palloliitto/5750x.png
Jyväskylän Komeetat,https://cdn.torneopal.net/logo/palloliitto/3026x.png
Jyväskylän Kylteriveljet,https://cdn.torneopal.net/logo/palloliitto/3409x.png
Jyväskylän Nousu,https://cdn.torneopal.net/logo/palloliitto/3027x.png
Jyväskylän Pallokerho,https://cdn.torneopal.net/logo/palloliitto/3028x.png
Jyväskylän Pullopojat,
Jyväskylän Seudun Palloseura,https://cdn.torneopal.net/logo/palloliitto/3029x.png
Jämsänkosken Ilves,https://cdn.torneopal.net/logo/palloliitto/3022x.png
Jämsänkosken Jyry,https://cdn.torneopal.net/logo/palloliitto/5084x.png
Jämsänkosken Jyry ry,
Jäntevä,https://cdn.torneopal.net/logo/palloliitto/2899x.png
Jäppärä,https://cdn.torneopal.net/logo/palloliitto/758x.png
Järvenpään Palloseura,https://cdn.torneopal.net/logo/palloliitto/72x.png
Järvi-Pohjanmaan Erotuomarikerho,
K-18,
Kaakkurin Kanuuna,https://cdn.torneopal.net/logo/palloliitto/6145x.png
Kaarinan Nappulat,https://cdn.torneopal.net/logo/palloliitto/2861x.png
Kaarinan Palloseura,https://cdn.torneopal.net/logo/palloliitto/3074x.png
Kaarinan Pojat,https://cdn.torneopal.net/logo/palloliitto/2862x.png
Kaarinan Reipas,https://cdn.torneopal.net/logo/palloliitto/3290x.png
KaaTo,
Kainuun Ärjy,https://cdn.torneopal.net/logo/palloliitto/5192x.png
Kairan Kärki FC,https://cdn.torneopal.net/logo/palloliitto/5785x.png
Kaisaniemen Itä-Saksa,https://cdn.torneopal.net/logo/palloliitto/2733x.png
KaisLa,https://cdn.torneopal.net/logo/palloliitto/1079x.png
KAJAANIN EROTUOMARIKERHO,
Kajaanin Haka,https://cdn.torneopal.net/logo/palloliitto/330x.png
Kajaanin Palloilijat,https://cdn.torneopal.net/logo/palloliitto/3530x.png
Kalajoen Kirkonkylän Nuorisoseura,
Kalajoen Pallo,https://cdn.torneopal.net/logo/palloliitto/2999x.png
KALANNIN PALLO-65,https://cdn.torneopal.net/logo/palloliitto/3671x.png
Kaleva Sports,
Kaleva United,https://cdn.torneopal.net/logo/palloliitto/4070x.png
Kalevan Ahvena,
Kalevan Jalkapallo Klubi,
Kalevan Kiihtyvyys,
Kalevan Peura,
Kallion Bumaus,https://cdn.torneopal.net/logo/palloliitto/1081x.png
Kallion Luja,https://cdn.torneopal.net/logo/palloliitto/972x.png
Kallion Ruusut,https://cdn.torneopal.net/logo/palloliitto/1180x.png
Kamerun,https://cdn.torneopal.net/logo/palloliitto/5282x.png
Kampin Lahjattomat,https://cdn.torneopal.net/logo/palloliitto/5549x.png
KAMPIN PALLO-50,https://cdn.torneopal.net/logo/palloliitto/661x.png
Kampin piiri,https://cdn.torneopal.net/logo/palloliitto/1181x.png
Kampuksen Dynamo,https://cdn.torneopal.net/logo/palloliitto/2918x.png
Kanada,https://cdn.torneopal.net/logo/palloliitto/5281x.png
KANGASALAN URHEILIJAT KU-68,https://cdn.torneopal.net/logo/palloliitto/4005x.png
Kangasalan Voitto,https://cdn.torneopal.net/logo/palloliitto/3157x.png
Kangasniemen Palloilijat,https://cdn.torneopal.net/logo/palloliitto/3030x.png
Kankaanpään Pallo,https://cdn.torneopal.net/logo/palloliitto/3051x.png
Kannuksen Ura,https://cdn.torneopal.net/logo/palloliitto/3001x.png
KANPA,https://cdn.torneopal.net/logo/palloliitto/5000x.png
Kantakaupungin UK,https://cdn.torneopal.net/logo/palloliitto/4574x.png
Kanuunoiden Kerma,https://cdn.torneopal.net/logo/palloliitto/657x.png
KAR-PO Karhulan Pojat,https://cdn.torneopal.net/logo/palloliitto/3317x.png
Karhu-Futis,https://cdn.torneopal.net/logo/palloliitto/107x.png
Karin Benza-azema,
Karkkilan Jalkapalloseura,https://cdn.torneopal.net/logo/palloliitto/281x.png
KARSTULAN KIVA,
Kartanon Rouvat,https://cdn.torneopal.net/logo/palloliitto/5102x.png
Karu Pohjola,https://cdn.torneopal.net/logo/palloliitto/973x.png
Karvilan Kivekkäät,https://cdn.torneopal.net/logo/palloliitto/2983x.png
Kasavuoren Urheilijat,https://cdn.torneopal.net/logo/palloliitto/2782x.png
Kasikolmoset,https://cdn.torneopal.net/logo/palloliitto/3919x.png
Kaskö Idrottsklubb,https://cdn.torneopal.net/logo/palloliitto/3305x.png
Katsoni,https://cdn.torneopal.net/logo/palloliitto/4575x.png
Katuman lavan urheilijat,https://cdn.torneopal.net/logo/palloliitto/4576x.png
KAUHAJOEN KARHU,https://cdn.torneopal.net/logo/palloliitto/3097x.png
Kauhavan Kanuunat,https://cdn.torneopal.net/logo/palloliitto/3098x.png
Kauklahden Pyrintö,https://cdn.torneopal.net/logo/palloliitto/217x.png
Kauniit ja Rohkeat,https://cdn.torneopal.net/logo/palloliitto/4577x.png
Kaustisen Pohjan-Veikot,https://cdn.torneopal.net/logo/palloliitto/3002x.png
Kaveriporukka,https://cdn.torneopal.net/logo/palloliitto/648x.png
Kaverit,
Kazakstan,https://cdn.torneopal.net/logo/palloliitto/5228x.png
KEHITYSMIEHET,https://cdn.torneopal.net/logo/palloliitto/5121x.png
KEHO JA MIELI,
Keimolan Kaiku,https://cdn.torneopal.net/logo/palloliitto/198x.png
Keiskan Pallo,
Kellokosken Alku,https://cdn.torneopal.net/logo/palloliitto/451x.png
Kellon Työväen Urheilijat,https://cdn.torneopal.net/logo/palloliitto/3252x.png
Keltanaalit,
Kemijärven Pallo-55,https://cdn.torneopal.net/logo/palloliitto/2927x.png
KEMIN EROTUOMARIKERHO,
KEMIN INTO,https://cdn.torneopal.net/logo/palloliitto/3441x.png
Kemin Palloseura,https://cdn.torneopal.net/logo/palloliitto/2928x.png
KEMIN PALLOTOVERIT,
Keminmaan Pallo,https://cdn.torneopal.net/logo/palloliitto/2929x.png
Kempeleen Keisarit,
KEMPTON FC,
Keravan Pallo-75,https://cdn.torneopal.net/logo/palloliitto/213x.png
KERHOPALLO-07,https://cdn.torneopal.net/logo/palloliitto/5124x.png
Kermaa,https://cdn.torneopal.net/logo/palloliitto/2533x.png
Keräilyjengi,
KESKI-MAAN GOBLIN,
KESKI-SUOMEN EROTUOMARIKERHO,https://cdn.torneopal.net/logo/palloliitto/3245x.png
KESKI-UUDENMAAN JALKAPALLOEROTUOMARIKERHO,https://cdn.torneopal.net/logo/palloliitto/2650x.png
Keski-Uudenmaan pallo,https://cdn.torneopal.net/logo/palloliitto/3926x.png
KESKO LOGISTIIKKA,
Kesän Lapset,https://cdn.torneopal.net/logo/palloliitto/4578x.png
Keuruun Pallo,https://cdn.torneopal.net/logo/palloliitto/3032x.png
KF Dardanet,https://cdn.torneopal.net/logo/palloliitto/5351x.png
Kf Shqiponja,https://cdn.torneopal.net/logo/palloliitto/6911x.png
KFL,
Kiffen-80,https://cdn.torneopal.net/logo/palloliitto/5358x.png
KIIMINGIN KIEKKO-POJAT,https://cdn.torneopal.net/logo/palloliitto/3975x.png
Kiina,https://cdn.torneopal.net/logo/palloliitto/5283x.png
KIINTEISTÖTAHKOLA FC,
Kilo Idrottsförening,https://cdn.torneopal.net/logo/palloliitto/2652x.png
Kimito Sportförening,https://cdn.torneopal.net/logo/palloliitto/2863x.png
Kings Soccer Club Juniorit,https://cdn.torneopal.net/logo/palloliitto/3461x.png
Kiovanpuisto Rangers,
KIPAKAT/ LIMINGAN PALLOKARHUT,
KiPsI,https://cdn.torneopal.net/logo/palloliitto/974x.png
Kirkkonummen Stars,https://cdn.torneopal.net/logo/palloliitto/4007x.png
KIRKONPELLON PALLOKERHO KPPK,https://cdn.torneopal.net/logo/palloliitto/751x.png
Kiteen Urheilijat,https://cdn.torneopal.net/logo/palloliitto/2960x.png
KITTILÄN PALLOSEURA,https://cdn.torneopal.net/logo/palloliitto/2930x.png
Kiuruveden Palloilijat,https://cdn.torneopal.net/logo/palloliitto/2961x.png
Kiveliön Simpanssit,https://cdn.torneopal.net/logo/palloliitto/4580x.png
Klaukkalan Kiri,https://cdn.torneopal.net/logo/palloliitto/5551x.png
Kliini,
Klubi-36,https://cdn.torneopal.net/logo/palloliitto/238x.png
KNV Arabian,https://cdn.torneopal.net/logo/palloliitto/1083x.png
Kobolt Bollklubb,https://cdn.torneopal.net/logo/palloliitto/3368x.png
Koff team,
Kohti Rappiota,https://cdn.torneopal.net/logo/palloliitto/4582x.png
Koivukylän Palloseura,https://cdn.torneopal.net/logo/palloliitto/156x.png
Kokemusvankkuri,https://cdn.torneopal.net/logo/palloliitto/4104x.png
Kokemäen Kova-Väki Jalkapallo,https://cdn.torneopal.net/logo/palloliitto/3052x.png
Kokkolan Erotuomarikerho,
Kokkolan Konkarit,
Kokkolan Naisjalkapallo,https://cdn.torneopal.net/logo/palloliitto/191x.png
Kokkolan Palloseura 1962,https://cdn.torneopal.net/logo/palloliitto/3003x.png
Kokkolan Pojat,https://cdn.torneopal.net/logo/palloliitto/5582x.png
Kokkolanpallomimmit,https://cdn.torneopal.net/logo/palloliitto/5775x.png
KOLARIN KONTIO,https://cdn.torneopal.net/logo/palloliitto/2931x.png
Kolumbia,https://cdn.torneopal.net/logo/palloliitto/5284x.png
Komsobol,https://cdn.torneopal.net/logo/palloliitto/924x.png
KONNEVEDEN URHEILIJAT,https://cdn.torneopal.net/logo/palloliitto/3454x.png
KOOVEE,
KOPA JUNIORIT,https://cdn.torneopal.net/logo/palloliitto/2984x.png
Korean demokraattinen kansantasavalta,https://cdn.torneopal.net/logo/palloliitto/4172x.png
Korean Tasavalta,https://cdn.torneopal.net/logo/palloliitto/4182x.png
Korkki Kii,
KORPILAHDEN MARTTI,https://cdn.torneopal.net/logo/palloliitto/3033x.png
Korsnäs BK,https://cdn.torneopal.net/logo/palloliitto/5837x.png
Korsnäs Fotbollsförening-75,https://cdn.torneopal.net/logo/palloliitto/3099x.png
Korson Palloilijat,https://cdn.torneopal.net/logo/palloliitto/2654x.png
Korson Palloseura,https://cdn.torneopal.net/logo/palloliitto/109x.png
Kortesjärven Järvi-Veikot,https://cdn.torneopal.net/logo/palloliitto/3100x.png
Kosovo,https://cdn.torneopal.net/logo/palloliitto/5341x.png
Kotajärven Pallo,https://cdn.torneopal.net/logo/palloliitto/3204x.png
Kotikatu Calcio,
Kotisi Energia,
KOTKAN EROTUOMARIKERHO,https://cdn.torneopal.net/logo/palloliitto/3319x.png
KOTKAN HARRASTE,
KOU-team,
KOUVOLAN EROTUOMARIKERHO,
Kouvolan Jalkapallo,https://cdn.torneopal.net/logo/palloliitto/4290x.png
Kova Kamppi,https://cdn.torneopal.net/logo/palloliitto/925x.png
KP-87,https://cdn.torneopal.net/logo/palloliitto/3663x.png
KPV Juniorit,https://cdn.torneopal.net/logo/palloliitto/3004x.png
Kreikka,https://cdn.torneopal.net/logo/palloliitto/4031x.png
Kroatia,https://cdn.torneopal.net/logo/palloliitto/4354x.png
Kronoföreningen,https://cdn.torneopal.net/logo/palloliitto/5193x.png
KuHi,
Kulennoisten Pallo,https://cdn.torneopal.net/logo/palloliitto/2985x.png
Kulma,
Kulosaaren Jalkapalloseura Kulps2009,https://cdn.torneopal.net/logo/palloliitto/394x.png
Kultsu FC,https://cdn.torneopal.net/logo/palloliitto/151x.png
Kumu,https://cdn.torneopal.net/logo/palloliitto/2901x.png
Kungliga Wasa C.F.,https://cdn.torneopal.net/logo/palloliitto/473x.png
Kunnon Joukko,https://cdn.torneopal.net/logo/palloliitto/5415x.png
KUOPION EROTUOMARIKERHO,
Kuopion Jalkapallokerho,https://cdn.torneopal.net/logo/palloliitto/3464x.png
Kuopion Palloseura,https://cdn.torneopal.net/logo/palloliitto/2963x.png
Kuopion Palloseura Oy,
Kuortaneen Kunto,https://cdn.torneopal.net/logo/palloliitto/3950x.png
Kupariluodit,
Kupittaan Kilju ja Pallo,https://cdn.torneopal.net/logo/palloliitto/4470x.png
KURIKAN RYHTI,https://cdn.torneopal.net/logo/palloliitto/3101x.png
Kurkimäen Kisa,https://cdn.torneopal.net/logo/palloliitto/2964x.png
Kurvi United,https://cdn.torneopal.net/logo/palloliitto/5598x.png
Kurvin Kärkkäri,https://cdn.torneopal.net/logo/palloliitto/4586x.png
Kurvin Vauhti,https://cdn.torneopal.net/logo/palloliitto/271x.png
KuTi,https://cdn.torneopal.net/logo/palloliitto/5254x.png
Kutisukat,
Kutosen Klopit,
Kuulan Toivo,https://cdn.torneopal.net/logo/palloliitto/1086x.png
KUUSAMON PALLO-KARHUT JALKAPALLO,https://cdn.torneopal.net/logo/palloliitto/3492x.png
Kuuvuoren Laaki,https://cdn.torneopal.net/logo/palloliitto/3291x.png
Kuviokellujat,
Kuwait,https://cdn.torneopal.net/logo/palloliitto/5293x.png
KxP Juniors,https://cdn.torneopal.net/logo/palloliitto/6122x.png
KY Gunners,
KY United,https://cdn.torneopal.net/logo/palloliitto/6012x.png
KY-Sport,https://cdn.torneopal.net/logo/palloliitto/2546x.png
Kylbyyri,https://cdn.torneopal.net/logo/palloliitto/5622x.png
KYLMÄ KYYTI,
Kylmäkosken Veikot,https://cdn.torneopal.net/logo/palloliitto/3162x.png
Kymin Palloilijat,https://cdn.torneopal.net/logo/palloliitto/4109x.png
Kypros,https://cdn.torneopal.net/logo/palloliitto/4065x.png
Kypärämäki Rangers,https://cdn.torneopal.net/logo/palloliitto/3948x.png
Kyrkslätt Idrottsförening,https://cdn.torneopal.net/logo/palloliitto/37x.png
Kyrön Pässit,https://cdn.torneopal.net/logo/palloliitto/5966x.png
Kyrön Voima,https://cdn.torneopal.net/logo/palloliitto/3102x.png
Kyrönmaan Pallo,https://cdn.torneopal.net/logo/palloliitto/1088x.png
Kyytipoika,https://cdn.torneopal.net/logo/palloliitto/5093x.png
Kållby Ungdomsförening,https://cdn.torneopal.net/logo/palloliitto/3238x.png
Kälviän Tarmo,https://cdn.torneopal.net/logo/palloliitto/3000x.png
Kämmärin Mammarit,https://cdn.torneopal.net/logo/palloliitto/4587x.png
Känkänen,
Käpylä Maanantai PP '11,https://cdn.torneopal.net/logo/palloliitto/3436x.png
KÄPYLÄ UNITED,https://cdn.torneopal.net/logo/palloliitto/4259x.png
Käpylän Pallo,https://cdn.torneopal.net/logo/palloliitto/13x.png
Käpylän Rytmi,https://cdn.torneopal.net/logo/palloliitto/5422x.png
Käpylän Sekunda,https://cdn.torneopal.net/logo/palloliitto/265x.png
Käpylän Urheilu-Veikot,https://cdn.torneopal.net/logo/palloliitto/2478x.png
Kärkiryhmä United,https://cdn.torneopal.net/logo/palloliitto/5408x.png
Kärkkäri,
Kärsämäen Sonnit,https://cdn.torneopal.net/logo/palloliitto/6111x.png
Laajasalon Palloseura LPS,https://cdn.torneopal.net/logo/palloliitto/261x.png
Laaksolahden Atleettiklubi,https://cdn.torneopal.net/logo/palloliitto/2656x.png
